step,amount,old_balance,new_balance,merchant_old_balance,merchant_new_balance,is_fraud,is_flagged_fraud,customer_txn_count,customer_avg_amount,customer_std_amount,merchant_avg_amount,merchant_risk_tier,new_device,new_location,location_mismatch,new_merchant,txns_prev_1h,velocity_anomaly,customer_txn_count_prior,time_of_day_anomaly,txns_prev_24h,customer_avg_amount_prior,customer_std_amount_prior,amount_z_score,hour,day_of_week
127,426532.4,426532.4,0.0,0.0,0.0,1,0,1,426532.4,0.0,241941.2442857143,3,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,7,5
127,701707.89,701707.89,0.0,3010281.05,3711988.94,1,0,1,701707.89,0.0,315963.0961764706,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7,5
127,1848199.45,1848199.45,0.0,0.0,0.0,1,0,1,1848199.45,0.0,355597.209,3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,7,5
127,829012.31,829012.31,0.0,0.0,0.0,1,0,1,829012.31,0.0,355656.27,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7,5
127,321883.89,321883.89,0.0,52392.86,374276.75,1,0,1,321883.89,0.0,186105.15777777776,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7,5
127,426532.4,426532.4,0.0,94613.13,521145.53,1,0,1,426532.4,0.0,181076.33916666664,3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,7,5
127,321883.89,321883.89,0.0,0.0,0.0,1,0,1,321883.89,0.0,248371.88625,3,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,7,5
127,6910926.92,6910926.92,0.0,2645322.19,9556249.11,1,0,1,6910926.92,0.0,2048553.984333333,3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,7,5
127,6339.42,6339.42,0.0,342469.02,348808.44,1,0,1,6339.42,0.0,197519.446,3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,7,5
127,6910926.92,6910926.92,0.0,0.0,0.0,1,0,1,6910926.92,0.0,1374835.89,3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,7,5
128,4483868.79,4483868.79,0.0,1340132.06,5824000.85,1,0,1,4483868.79,0.0,525769.57,3,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,8,5
128,310873.76,310873.76,0.0,489009.18,799882.93,1,0,1,310873.76,0.0,241184.5824,3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,8,5
128,3062506.58,3062506.58,0.0,0.0,3062506.58,1,0,1,3062506.58,0.0,430391.0953333333,3,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,8,5
128,310873.76,310873.76,0.0,0.0,0.0,1,0,1,310873.76,0.0,156210.53714285715,3,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,8,5
128,3062506.58,3062506.58,0.0,0.0,0.0,1,0,1,3062506.58,0.0,1106096.4866666666,3,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,8,5
128,138993.63,138993.63,0.0,0.0,138993.63,1,0,1,138993.63,0.0,175243.2185714286,3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,8,5
128,138993.63,138993.63,0.0,0.0,0.0,1,0,1,138993.63,0.0,218189.14900000003,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,8,5
128,4483868.79,4483868.79,0.0,0.0,0.0,1,0,1,4483868.79,0.0,2069831.97,3,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,8,5
129,285804.86,5205141.91,5490946.78,1571987.74,1286182.87,0,0,1,285804.86,0.0,197080.4132352941,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,15941.71,166800.96,150859.25,0.0,0.0,0,0,1,15941.71,0.0,15941.71,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,116709.64,3157.0,119866.64,2255105.43,2138395.79,0,0,1,116709.64,0.0,467379.949,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,6374.02,620005.6,613631.57,95458.59,101832.61,0,0,1,6374.02,0.0,161878.525,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,342448.63,122196.0,0.0,89389.65,431838.28,0,0,1,342448.63,0.0,332351.21214285714,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,4614.2,4708.0,93.8,0.0,0.0,0,0,1,4614.2,0.0,4614.2,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,358996.69,28677.0,0.0,101312.72,460309.4,0,0,1,358996.69,0.0,243032.91294117647,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,6652.91,103180.65,96527.74,0.0,0.0,0,0,1,6652.91,0.0,6652.91,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,61261.93,20068.0,0.0,23386.36,84648.29,0,0,1,61261.93,0.0,185307.79538461537,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,365989.73,22035.0,0.0,1666941.94,2032931.67,0,0,1,365989.73,0.0,236687.6988235294,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,132097.84,0.0,0.0,213404.12,345501.95,0,0,1,132097.84,0.0,159208.85249999998,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,579284.14,896.0,0.0,0.0,579284.14,0,0,1,579284.14,0.0,202978.53666666665,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,6579.13,20273347.12,20279926.25,1021628.09,1015048.96,0,0,1,6579.13,0.0,329734.7552,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,1927764.01,0.0,0.0,3300091.45,5227855.45,0,0,1,1927764.01,0.0,544256.3197619048,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,2021.47,73879.25,71857.78,0.0,0.0,0,0,1,2021.47,0.0,2021.47,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,28699.26,0.0,0.0,0.0,0.0,0,0,1,28699.26,0.0,28699.26,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,220410.63,0.0,0.0,430773.74,651184.37,0,0,1,220410.63,0.0,237844.11857142855,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,2926.69,454449.09,451522.4,0.0,0.0,0,0,1,2926.69,0.0,2926.69,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,113192.83,15271.0,0.0,3002906.13,3116098.96,0,0,1,113192.83,0.0,278911.79833333334,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,288564.44,6720.0,0.0,0.0,288564.44,0,0,1,288564.44,0.0,164116.75357142856,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,10768.63,39603.0,28834.37,0.0,0.0,0,0,1,10768.63,0.0,10768.63,2,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,174740.2,0.0,0.0,534131.63,708871.82,0,0,1,174740.2,0.0,179705.31214285715,1,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,28771.96,162.0,0.0,670844.71,699616.67,0,0,1,28771.96,0.0,294059.3995238095,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,8625.89,0.0,0.0,0.0,0.0,0,0,1,8625.89,0.0,8625.89,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,53032.74,5323792.84,5376825.58,2171986.78,2118954.03,0,0,1,53032.74,0.0,271998.77640000003,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,347300.09,41700.0,0.0,3861856.89,4209156.98,0,0,1,347300.09,0.0,269477.8297727273,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,1864022.05,1864022.05,0.0,1435908.91,3299930.96,1,0,1,1864022.05,0.0,282987.4242857143,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,389575.32,0.0,0.0,815387.2,910939.23,0,0,1,389575.32,0.0,265150.8555172414,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,222.79,11540.0,11317.21,0.0,0.0,0,0,1,222.79,0.0,222.79,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,4598.77,0.0,0.0,0.0,0.0,0,0,1,4598.77,0.0,4598.77,3,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,6458.44,132530.65,126072.21,0.0,0.0,0,0,1,6458.44,0.0,6458.44,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,163572.91,0.0,0.0,2699121.19,2862694.1,0,0,1,163572.91,0.0,285219.8630434782,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,3985.16,28871.0,24885.84,0.0,0.0,0,0,1,3985.16,0.0,3985.16,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,612765.94,0.0,0.0,1710439.16,2323205.1,0,0,1,612765.94,0.0,229235.7626470588,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,436309.49,223708.79,0.0,762792.2,1199101.69,0,0,1,436309.49,0.0,175904.1494117647,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,372200.08,0.0,0.0,1878799.18,2250999.26,0,0,1,372200.08,0.0,257944.0905,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,181883.84,0.0,0.0,1495248.04,1677131.88,0,0,1,181883.84,0.0,262278.1022222222,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,10318.12,0.0,0.0,0.0,0.0,0,0,1,10318.12,0.0,10318.12,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,221612.8,72507.0,294119.8,2728848.33,2760475.34,0,0,1,221612.8,0.0,405889.03357142856,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,63115.3,0.0,0.0,0.0,0.0,0,0,1,63115.3,0.0,63115.3,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,1270.85,4.0,0.0,0.0,0.0,0,0,1,1270.85,0.0,1270.85,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,38784.82,2685890.31,2724675.13,508197.4,469412.58,0,0,1,38784.82,0.0,168979.5935483871,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,22474.81,74195.84,51721.03,0.0,0.0,0,0,1,22474.81,0.0,22474.81,2,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,3277342.74,5045.0,0.0,0.0,3277342.74,0,0,1,3277342.74,0.0,251089.2235714286,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,872453.17,0.0,0.0,4022580.97,4895034.14,0,0,1,872453.17,0.0,388867.5267741936,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,146893.25,2615400.45,2762293.7,405439.38,258546.13,0,0,1,146893.25,0.0,144188.0209090909,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,370365.25,22147.0,0.0,0.0,370365.25,0,0,1,370365.25,0.0,253364.06176470587,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,241943.86,24050875.09,24292818.94,9904958.38,9514242.3,0,0,1,241943.86,0.0,318117.8245263158,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,105867.95,913404.0,807536.05,349427.89,455295.84,0,0,1,105867.95,0.0,178004.85444444444,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,131945.45,19102280.97,19234226.42,487090.1,634404.61,0,0,1,131945.45,0.0,143322.48315789475,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,317610.3,6997467.07,7315077.37,1847347.54,1529737.25,0,0,1,317610.3,0.0,285533.9521739131,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,474.68,0.0,0.0,173641.51,174116.19,0,0,1,474.68,0.0,103088.19866666666,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,95776.37,6988561.18,7084337.55,3145853.81,3050077.44,0,0,1,95776.37,0.0,271190.0409090909,1,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,11061.05,31597.0,20535.95,0.0,0.0,0,0,1,11061.05,0.0,11061.05,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,218760.37,19272.47,0.0,1776807.67,1995568.04,0,0,1,218760.37,0.0,216813.58388888888,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,70564.26,35021.0,0.0,248426.79,318991.05,0,0,1,70564.26,0.0,144554.84235294117,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,293525.71,37216.02,330741.73,1049985.56,756459.85,0,0,1,293525.71,0.0,166547.33916666667,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,166203.23,3000.0,0.0,30865.62,197068.85,0,0,1,166203.23,0.0,250228.8013333333,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,1935.26,867.0,0.0,0.0,0.0,0,0,1,1935.26,0.0,1935.26,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,347898.75,0.0,0.0,1386695.95,1734594.7,0,0,1,347898.75,0.0,228937.92730769236,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,102597.97,16847717.55,16950315.52,180693.06,78095.09,0,0,1,102597.97,0.0,192626.35866666667,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,334176.63,10506.0,0.0,270234.2,581292.1,0,0,1,334176.63,0.0,265526.6346153846,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,91093.38,0.0,0.0,891372.61,982465.99,0,0,1,91093.38,0.0,225982.08387096773,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,5561.93,151531.03,145969.1,0.0,0.0,0,0,1,5561.93,0.0,5561.93,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,24902.91,0.0,0.0,0.0,0.0,0,0,1,24902.91,0.0,24902.91,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,709524.92,0.0,0.0,3263141.61,3899128.65,0,0,1,709524.92,0.0,298478.6618918919,1,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,205557.2,11027.0,216584.2,6425794.91,6220237.7,0,0,1,205557.2,0.0,358713.64775,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,175171.39,0.0,0.0,3285570.21,3460741.59,0,0,1,175171.39,0.0,241444.68282051283,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,321268.63,19924205.21,20245473.83,475755.15,154486.52,0,0,1,321268.63,0.0,194655.778,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,11763.79,0.0,0.0,0.0,0.0,0,0,1,11763.79,0.0,11763.79,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,45707.25,0.0,0.0,2327494.65,2373201.9,0,0,1,45707.25,0.0,230684.63538461537,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,7204.86,0.0,0.0,0.0,0.0,0,0,1,7204.86,0.0,7204.86,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,2510.02,0.0,0.0,4004926.7,4007436.72,0,0,1,2510.02,0.0,469169.8892592593,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,244126.13,0.0,0.0,428493.25,672619.38,0,0,1,244126.13,0.0,273626.4996153846,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,100298.45,13556.0,0.0,31874.14,132172.59,0,0,1,100298.45,0.0,347215.01,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,60124.79,449393.36,389268.57,0.0,0.0,0,0,1,60124.79,0.0,60124.79,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,35608.69,0.0,0.0,387107.4,422716.09,0,0,1,35608.69,0.0,212990.1145833333,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,242794.27,0.0,0.0,1232343.21,1475137.48,0,0,1,242794.27,0.0,247718.04666666663,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,16814.56,20414.0,3599.44,0.0,0.0,0,0,1,16814.56,0.0,16814.56,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,20773.15,0.0,0.0,0.0,0.0,0,0,1,20773.15,0.0,20773.15,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,7365.0,0.0,0.0,0.0,0.0,0,0,1,7365.0,0.0,7365.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,106905.39,0.0,0.0,118514.67,225420.06,0,0,1,106905.39,0.0,106305.084,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,5492.56,0.0,0.0,0.0,0.0,0,0,1,5492.56,0.0,5492.56,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,204577.61,52290.0,0.0,25312.32,229889.93,0,0,1,204577.61,0.0,87055.11166666666,1,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,324.05,74761.0,75085.05,1269540.76,1269216.72,0,0,1,324.05,0.0,448894.1914285714,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,183726.24,704.0,0.0,295308.5,479034.74,0,0,1,183726.24,0.0,187136.83,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,626155.69,6879.0,0.0,0.0,985842.89,0,0,1,626155.69,0.0,2308856.316842105,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,49718.33,55043.74,5325.41,0.0,0.0,0,0,1,49718.33,0.0,49718.33,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,191109.5,305080.0,113970.5,19694.19,210803.69,0,0,1,191109.5,0.0,180879.0588235294,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,299805.34,40041.0,0.0,0.0,301103.18,0,0,1,299805.34,0.0,167801.00545454546,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,184873.95,214785.0,399658.95,2251510.7,2066636.75,0,0,1,184873.95,0.0,637920.152962963,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,8591.62,10608.0,2016.38,0.0,0.0,0,0,1,8591.62,0.0,8591.62,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,16915.21,0.0,0.0,0.0,0.0,0,0,1,16915.21,0.0,16915.21,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,32792.02,0.0,0.0,0.0,0.0,0,0,1,32792.02,0.0,32792.02,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,13351.45,14195.0,843.55,0.0,0.0,0,0,1,13351.45,0.0,13351.45,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,343280.47,27085.0,370365.47,1750505.08,1407224.61,0,0,1,343280.47,0.0,238365.0473076923,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,332278.28,45660.0,377938.28,33278.49,0.0,0,0,1,332278.28,0.0,166718.68928571427,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,116076.34,514045.0,630121.34,1597758.35,1481682.01,0,0,1,116076.34,0.0,232624.6883870968,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,4892.22,0.0,0.0,0.0,0.0,0,0,1,4892.22,0.0,4892.22,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,14612.93,0.0,0.0,0.0,0.0,0,0,1,14612.93,0.0,14612.93,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,229713.07,0.0,0.0,510894.88,740607.95,0,0,1,229713.07,0.0,301217.6954166667,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,8022.67,0.0,0.0,0.0,0.0,0,0,1,8022.67,0.0,8022.67,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,163933.1,0.0,0.0,7536999.77,7739060.72,0,0,1,163933.1,0.0,292420.3204761905,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,217872.64,93405.0,311277.64,8980285.08,8762412.43,0,0,1,217872.64,0.0,251525.8418181818,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,138507.0,5523.0,144030.0,786575.37,648068.37,0,0,1,138507.0,0.0,209617.6517647059,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,161344.09,2714727.33,2876071.42,21786511.3,21625167.2,0,0,1,161344.09,0.0,415851.2581395349,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,609568.97,399887.07,0.0,822007.49,1431576.46,0,0,1,609568.97,0.0,182285.16461538465,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,10634.23,0.0,0.0,0.0,0.0,0,0,1,10634.23,0.0,10634.23,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,94056.77,0.0,0.0,129637.07,223693.84,0,0,1,94056.77,0.0,172066.09519999998,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,7367.45,10536.0,3168.55,0.0,0.0,0,0,1,7367.45,0.0,7367.45,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,14494.11,175553.0,161058.89,0.0,0.0,0,0,1,14494.11,0.0,14494.11,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,120228.7,52479.0,0.0,0.0,120228.7,0,0,1,120228.7,0.0,127839.45785714286,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,10335.0,0.0,0.0,0.0,0.0,0,0,1,10335.0,0.0,10335.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,14296.05,30054.0,15757.95,7798792.11,7813088.16,0,0,1,14296.05,0.0,431206.1835294118,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,139210.23,139210.23,0.0,0.0,0.0,1,0,1,139210.23,0.0,213822.11857142855,3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,9,5
129,552727.6,3571347.42,4124075.02,621969.83,69242.24,0,0,1,552727.6,0.0,234045.2110526316,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,18991.89,0.0,0.0,0.0,0.0,0,0,1,18991.89,0.0,18991.89,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,193437.42,35467.0,0.0,0.0,193437.42,0,0,1,193437.42,0.0,80857.18428571429,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,162189.64,194122.0,356311.64,853761.39,691571.76,0,0,1,162189.64,0.0,303031.3964,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,148137.68,0.0,0.0,717230.09,898736.43,0,0,1,148137.68,0.0,437937.9908,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,268174.32,125.0,0.0,0.0,268174.32,0,0,1,268174.32,0.0,166255.99529411763,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,12085.88,16684.0,4598.12,0.0,0.0,0,0,1,12085.88,0.0,12085.88,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,244863.77,0.0,0.0,1984067.43,2228931.19,0,0,1,244863.77,0.0,235240.3465,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,198947.95,0.0,0.0,499625.47,698573.42,0,0,1,198947.95,0.0,174991.68307692307,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,15393.2,7912.96,0.0,0.0,0.0,0,0,1,15393.2,0.0,15393.2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,3181437.44,276882.0,0.0,55030.05,3236467.48,0,0,1,3181437.44,0.0,404500.5447826087,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,24923.33,308084.93,283161.6,0.0,0.0,0,0,1,24923.33,0.0,24923.33,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,20151.15,14171594.97,14191746.12,406849.98,386698.83,0,0,1,20151.15,0.0,141282.6625,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,324209.87,144249.0,0.0,0.0,324209.87,0,0,1,324209.87,0.0,141041.96307692307,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,104536.44,4704615.3,4809151.73,646114.03,541577.6,0,0,1,104536.44,0.0,208220.0283333333,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,603949.54,0.0,0.0,702305.16,1126451.77,0,0,1,603949.54,0.0,221737.88185185188,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,20540.23,0.0,0.0,0.0,0.0,0,0,1,20540.23,0.0,20540.23,3,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,149533.86,0.0,0.0,3106575.47,3256109.33,0,0,1,149533.86,0.0,230847.7892857143,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
129,18755.16,0.0,0.0,108253.08,127008.25,0,0,1,18755.16,0.0,115030.033,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,5
